"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"f40764ac173a1facffc3616af5409057","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Fibroporia","Fibroporia_vaillantii"
"29404f07a9a21d4b8064046d4243d772","Unassigned",NA,NA,NA,NA,NA,NA
"447e2c02e506266d40623d1af8e81cb5","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_onychis"
"6c8cc96ff2791b4a8d5ffd07ea0d1c5d","Unassigned",NA,NA,NA,NA,NA,NA
"3429bdc3cd770e8fab84a9ca93efb650","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Paecilomyces",NA
"41f71cb0a1c8ee91e03492759f4cdc60","Unassigned",NA,NA,NA,NA,NA,NA
"f6786bc4f4c382c836ac0f7e41baee42","Unassigned",NA,NA,NA,NA,NA,NA
"14828716be4dc65ca0d75a9c2d4d2197","Unassigned",NA,NA,NA,NA,NA,NA
"95e02b5fe155f639535b0ecfc554705c","Unassigned",NA,NA,NA,NA,NA,NA
"381022155e15d0cc288c6c50b63790db","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lenzites","Lenzites_betulina"
"ab98df5c9f61a6f02a40c6be6a0561a6","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Clavicipitaceae_gen_Incertae_sedis","Clavicipitaceae_sp"
"948270981f26a9246199265e4e22b26f","Unassigned",NA,NA,NA,NA,NA,NA
"ebf2272bba9e55f4bd2c91cc2feebca7","Unassigned",NA,NA,NA,NA,NA,NA
"1df4fc87ac478369ca91469755abee6e","Unassigned",NA,NA,NA,NA,NA,NA
"2009d762bbffd4a2fe91477781514b16","Unassigned",NA,NA,NA,NA,NA,NA
"b8f4045170fda429f64a083d183fd4b3","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Abortiporus","Abortiporus_biennis"
"045ad65fbf000d56e8e6c6ca7725c05f","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Mycoacia","Mycoacia_fuscoatra"
"8ce727047c0dfe4b77f437dc891a3981","Unassigned",NA,NA,NA,NA,NA,NA
"ea5ce621b1e788abc60662c22aba9e15","Unassigned",NA,NA,NA,NA,NA,NA
"f5139f6ab1616d4e3472301569b3bd25","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"3e35e29fb1da495f4aae54d5764b6f10","Unassigned",NA,NA,NA,NA,NA,NA
"a52c3278c81f7a1eb6b6d75d412b69c2","Unassigned",NA,NA,NA,NA,NA,NA
"e6f5ca239407947dcd9f66d8fec9d215","Unassigned",NA,NA,NA,NA,NA,NA
"b79627638689098e4834466dc8c150d0","Unassigned",NA,NA,NA,NA,NA,NA
"6f41b54c494a6102d102bf50056b9996","Unassigned",NA,NA,NA,NA,NA,NA
"c5e35e630b33323d76169ca45fe6a1a5","Unassigned",NA,NA,NA,NA,NA,NA
"9ea320f0447488edef67c7ee3fb9f4fb","Fungi",NA,NA,NA,NA,NA,NA
"6c9eb4fc28ee7bea11bf6d56a0bd6f34","Unassigned",NA,NA,NA,NA,NA,NA
"69da32bcbb4d3364b58fd2883b8b1278","Unassigned",NA,NA,NA,NA,NA,NA
"233e45e2d28dc4375c1915873a9fce56","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"26aecc17475f463f2721b0a064dd2b0b","Unassigned",NA,NA,NA,NA,NA,NA
"31a36d4128b649cec65cd07a3de121db","Unassigned",NA,NA,NA,NA,NA,NA
"430568b4ef1a5f4c7f5c5d85e7805a25","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys",NA
"b5e35e0260853108af33d7e3cdeaa141","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum",NA
"eb1033d1d826b6a54600d0f840de33e2","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"6d999195accb4ff20dda8061a1f922a5","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"e8c07c6bc5073dc4c94de01ae65fdc31","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"62c8c6cf3bd1c648939b9ffe178d3ace","Unassigned",NA,NA,NA,NA,NA,NA
"d9f27e9010fafb8ba41d9aa5601f5139","Unassigned",NA,NA,NA,NA,NA,NA
"daed914a179849886b7711acfbaf3023","Unassigned",NA,NA,NA,NA,NA,NA
"fb33419fa85d8a048a5bee8243b1a7c0","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromatales_fam_Incertae_sedis","Pseudomicrostroma","Pseudomicrostroma_glucosiphilum"
"dc202bdf121c16d8410db3be49c3f113","Unassigned",NA,NA,NA,NA,NA,NA
"3fad52d56f667f1dc974c8da4640baba","Unassigned",NA,NA,NA,NA,NA,NA
"ba66f6de851d86ca3c48dc0d635fa1fa","Unassigned",NA,NA,NA,NA,NA,NA
"31543a78dd2e9242a6db6ef326385b7a","Unassigned",NA,NA,NA,NA,NA,NA
"bf9ae4db8c2af417b1f97edaeeed88f1","Unassigned",NA,NA,NA,NA,NA,NA
"a79adcea43323beaa839662a09cf8245","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_curvatum"
"c6dc463b6e5bf659c5b0ac5ba456705e","Unassigned",NA,NA,NA,NA,NA,NA
"2ae0a83744dc770f54afa552d4da1866","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",NA
"af723e4d470e098a90271aab37d119ce","Unassigned",NA,NA,NA,NA,NA,NA
"4a0204b64189ae40be0f9da40c47b037","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiales_fam_Incertae_sedis","Exobasidiales_gen_Incertae_sedis","Exobasidiales_sp"
"0904a195ae9f90db08d163079483c4a1","Unassigned",NA,NA,NA,NA,NA,NA
"d3e2345d7fe26cdf1c2ca912ac6b746c","Unassigned",NA,NA,NA,NA,NA,NA
"0aa75c1e8115f285dcfa67047a8dcdfb","Unassigned",NA,NA,NA,NA,NA,NA
"a9c76f198807c3362f2037a96c7c6c84","Unassigned",NA,NA,NA,NA,NA,NA
"be835664b6a8f886c1d1eb247e5ea0ae","Unassigned",NA,NA,NA,NA,NA,NA
"db77fad7011784d3c16be161c8f125ac","Unassigned",NA,NA,NA,NA,NA,NA
"b789372889729eaef91b87342102873b","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia",NA
"e5b09eaf202a6cf2e5d1a00585d34516","Unassigned",NA,NA,NA,NA,NA,NA
"cf92e95256884392aa2affc27d5cf1fa","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rugulosus"
"e2ca2aafec09e7af90759d466f508ba0","Unassigned",NA,NA,NA,NA,NA,NA
"8f471e804f7ecdbb8143f9f727713b8c","Unassigned",NA,NA,NA,NA,NA,NA
"fa94e0bef99ea654493adeea9ec80d37","Unassigned",NA,NA,NA,NA,NA,NA
"882f8345c0ef40cf702d772638f5deeb","Unassigned",NA,NA,NA,NA,NA,NA
"56a1d842e00e00f0d7b110a23985bbb5","Unassigned",NA,NA,NA,NA,NA,NA
"ab67e2a5a87a020d518095bbfc23bfcb","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"d3cd16895259d4ec1ddb75e64f56275f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Agaricales_gen_Incertae_sedis","Agaricales_sp"
"63b0b6543c1ac3cde4718f8e298a08f4","Unassigned",NA,NA,NA,NA,NA,NA
"495a56b50db771cd5a42dbda7f8e1c7a","Unassigned",NA,NA,NA,NA,NA,NA
"df2c9ad9f2c39856086af32d0ef0f054","Unassigned",NA,NA,NA,NA,NA,NA
"ad1d3405cae3592fb701a9c55cd0e55c","Unassigned",NA,NA,NA,NA,NA,NA
"a58be5c771d5796745eb45037ca9add8","Fungi",NA,NA,NA,NA,NA,NA
"21539602cf0394894de334897b5e0e73","Unassigned",NA,NA,NA,NA,NA,NA
"25fb52f461a805026597d980980261ac","Unassigned",NA,NA,NA,NA,NA,NA
"1b3bbb21f83ba7ea39ac6b68d1d67e59","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"416532533d7f50884f69e623013e14ae","Unassigned",NA,NA,NA,NA,NA,NA
"4d8e71a57f3448492de081f70b0f953d","Unassigned",NA,NA,NA,NA,NA,NA
"d86778679331b3f44a0e9dc9f9409188","Unassigned",NA,NA,NA,NA,NA,NA
"28138de22c602e74311bbeced420cb1a","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium",NA
"06a334f60ac3dc610efac24fd2a7b310","Unassigned",NA,NA,NA,NA,NA,NA
"d5b8f7b0a830321e34cfaa718dc0421b","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Dentocorticium","Dentocorticium_portoricense"
"a4247e8624a76460f59104b5b6ecccbd","Unassigned",NA,NA,NA,NA,NA,NA
"a8e85d1bf3282b0991bf198fe1f968dd","Unassigned",NA,NA,NA,NA,NA,NA
"d91673adbe9eccd6d42c7c13f453fa73","Fungi",NA,NA,NA,NA,NA,NA
"a488d01a0b123cfe1d463b388b3c9a9e","Unassigned",NA,NA,NA,NA,NA,NA
"0e4aa32611818b07454dbe51403ae29b","Unassigned",NA,NA,NA,NA,NA,NA
"cb14f7e20d10777c7652b043fb3ab6cc","Unassigned",NA,NA,NA,NA,NA,NA
"750d947ceda7afa47a2e0fce5c11aed4","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Maudiozyma","Maudiozyma_humilis"
"39e722783fa9963245df1d2cad7d3b31","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium",NA
"68019b7195307f29e755add2021b795a","Unassigned",NA,NA,NA,NA,NA,NA
"7d895d4d2c2fa96339e2044497a3b377","Unassigned",NA,NA,NA,NA,NA,NA
"af4ee75f3b5a557bbfa02bea5c8768e1","Unassigned",NA,NA,NA,NA,NA,NA
"1c283d370c2324d7b581075252695402","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_sp"
"991d653e84ddf44d1effc529b5f3eab9","Unassigned",NA,NA,NA,NA,NA,NA
"1e01d2ac5154816e2aadb5e1c61ccee7","Unassigned",NA,NA,NA,NA,NA,NA
"ef59efecd51a1af216bb951b0adf4e32","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_sp"
"24f17465286ae63718c2b93267ea0c32","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA
"f05d4ffdd817ecc35696702c4ba40327","Unassigned",NA,NA,NA,NA,NA,NA
"2c7827537c91c7c663c25c4be8c3e296","Unassigned",NA,NA,NA,NA,NA,NA
"5765876ec2562e6138ffd16a627d8e37","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales",NA,NA,NA
"ead3ea002bb1864c39dfd4e1e479ff6c","Unassigned",NA,NA,NA,NA,NA,NA
"3578069ea57f7ec18310508762bfde81","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces_bailii"
"d642e7f2d5767288723bd7c4a823bb43","Unassigned",NA,NA,NA,NA,NA,NA
"d53e61b47051d751eabba9f62797c622","Unassigned",NA,NA,NA,NA,NA,NA
"0ba329869710479d5b0599edc267f669","Unassigned",NA,NA,NA,NA,NA,NA
"f9f5a0c4e02f64d57fb01c0b75249234","Unassigned",NA,NA,NA,NA,NA,NA
"8e6980d439bbb8fe58c7a1bdc7d9bdd0","Unassigned",NA,NA,NA,NA,NA,NA
"443662079ab21765a3325429a6cf1e9e","Unassigned",NA,NA,NA,NA,NA,NA
"c12b9af72cc861ce97f5c3ec08d848dc","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","Myrothecium_inundatum"
"6455c107a4a756f7d27a32b16be50cc3","Unassigned",NA,NA,NA,NA,NA,NA
"a4a66116cd6d14c363ab650c14b8eaba","Unassigned",NA,NA,NA,NA,NA,NA
"689e8c90cc885e75e8ced0d9a6054a82","Unassigned",NA,NA,NA,NA,NA,NA
"c41d0010ec7d6cdeb41633009b8498b5","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Erythrobasidium",NA
"2c66ebd26d3c85399c5138b34f92f3a8","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_subpelliculosus"
"5109c32296a3309ade6649e4cf060999","Unassigned",NA,NA,NA,NA,NA,NA
"b6cfdfd7e3e97e96f1e31b3b5eda8b84","Unassigned",NA,NA,NA,NA,NA,NA
"ebfab110b049f52ad3f38d28a7778570","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_sp"
"9c71a98bea3979d902e04cfe3130cd43","Unassigned",NA,NA,NA,NA,NA,NA
"ad489398dd020cf71df213c2b956fade","Unassigned",NA,NA,NA,NA,NA,NA
"84fec7efa04e01d4395d68a1ec580300","Unassigned",NA,NA,NA,NA,NA,NA
"b8f4e893f61aec518046f690b01c1b56","Unassigned",NA,NA,NA,NA,NA,NA
"e2e7dc8b005fcc6b72402250bbaa8ebd","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Stropharia","Stropharia_halophila"
"88bd627cbdb1b3aed895592c6fa652b8","Unassigned",NA,NA,NA,NA,NA,NA
"8ffe3eab99b8e57ea8ea55e29af109ff","Unassigned",NA,NA,NA,NA,NA,NA
"6e5142dffa7e4724ef6792a467db0f13","Unassigned",NA,NA,NA,NA,NA,NA
"af5f5e86036f5189c4f3f0f32d965abb","Unassigned",NA,NA,NA,NA,NA,NA
"4cf1cce6c1234ca254bd6dee8367a36e","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA
"a2d47520252befa7615cce5c657e9b96","Unassigned",NA,NA,NA,NA,NA,NA
"9334b0b0f4af1eeba22e8a67270cfae6","Unassigned",NA,NA,NA,NA,NA,NA
"4a7bca926eded554f70472e12f6fa8fa","Unassigned",NA,NA,NA,NA,NA,NA
"0bf6c6497710b4807b467be9ca10a574","Unassigned",NA,NA,NA,NA,NA,NA
"cb456462de522f3d049d37f017e46f78","Unassigned",NA,NA,NA,NA,NA,NA
"53301d3a8d605d1986279897b5ba9284","Unassigned",NA,NA,NA,NA,NA,NA
"112fd8d7734d30e6ee0dc19de38e3dcd","Unassigned",NA,NA,NA,NA,NA,NA
"346f55909558bbfa67c1a208c1849207","Unassigned",NA,NA,NA,NA,NA,NA
"58431bc57cf98dd99dcae9c7ad37ea5d","Unassigned",NA,NA,NA,NA,NA,NA
"cada09c1d6a7361f0a2ad23cd321ba81","Unassigned",NA,NA,NA,NA,NA,NA
"a70c7f3e0f3fc00fcea58a48c9898c2c","Unassigned",NA,NA,NA,NA,NA,NA
"bc8f87f79ac094acee4e241b52415920","Unassigned",NA,NA,NA,NA,NA,NA
"0bbe171da3ba066b50f3a211a35beea9","Unassigned",NA,NA,NA,NA,NA,NA
"bf3017217752f27d6bbecdaf65af98c4","Unassigned",NA,NA,NA,NA,NA,NA
"e4df64e0112407d3a7443a16c14dc6c1","Unassigned",NA,NA,NA,NA,NA,NA
"e38820879b773d04b65946c79ff966e0","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_petasatus"
"ba4b868cd5948c26ec69c0b7da9c581b","Unassigned",NA,NA,NA,NA,NA,NA
"c79effc01673f4f7063d6b1aa64ab3c4","Unassigned",NA,NA,NA,NA,NA,NA
"e27829cd3858833e1f2b7548b58039aa","Unassigned",NA,NA,NA,NA,NA,NA
"7df083959985e7ed6030d2eefc20371b","Unassigned",NA,NA,NA,NA,NA,NA
"9cddffcfd0a5cb3fac852e68b48e12a0","Unassigned",NA,NA,NA,NA,NA,NA
"8ca82810dacef886363f1ed6223819c4","Unassigned",NA,NA,NA,NA,NA,NA
"3f26795bd603fbda587181e0debec73b","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_ochraceus"
"6c6929599c646265bde44f8faed97b78","Unassigned",NA,NA,NA,NA,NA,NA
"c7761db34f45a83033f0973450f60c1e","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"d1c68efba24de11a8b088c7cd73c1186","Unassigned",NA,NA,NA,NA,NA,NA
"443102c8a511b5032f96c34d7c9fdfae","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_sp"
"d1f9fbdd67121df68f4de0e132850822","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma","Scytinostroma_portentosum"
"7f537c420688fa67bb71137be91a1639","Unassigned",NA,NA,NA,NA,NA,NA
"e34f8a8a309c716e97f84d1558ba6fe4","Unassigned",NA,NA,NA,NA,NA,NA
"182a58429275d7007a99b4cd93f7cd43","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp"
"5ac4608db0170399d1da5a251ad32be3","Unassigned",NA,NA,NA,NA,NA,NA
"de19f590ff613b78d64ed5fee6f7edee","Unassigned",NA,NA,NA,NA,NA,NA
"2f9e832dad6356227dd0f94d767b2fd9","Unassigned",NA,NA,NA,NA,NA,NA
"6d6a8d59eeddfde07e13a66435d7c040","Unassigned",NA,NA,NA,NA,NA,NA
"a39edf9a2f5d243d8dfd70e95491eb17","Unassigned",NA,NA,NA,NA,NA,NA
"75e72eb6052c94ee29436299988cbd53","Unassigned",NA,NA,NA,NA,NA,NA
"157b93482fa91c772565337192154344","Unassigned",NA,NA,NA,NA,NA,NA
"8d79326ac6dd0318d0c606a0d4fea3ff","Unassigned",NA,NA,NA,NA,NA,NA
"b100df30d9052ed776eaddf4539767ba","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiales_fam_Incertae_sedis","Eidernor","Eidernor_sp"
"7bd1a8972c99f047d0004865c906d2d4","Unassigned",NA,NA,NA,NA,NA,NA
"71c194dc7a0b290a80aa062b3e0c7cfd","Unassigned",NA,NA,NA,NA,NA,NA
"edfe2db49004ab77ced007edded318ec","Fungi",NA,NA,NA,NA,NA,NA
"2bcf3e6947c668a3aef8e2b1ce5b684e","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma",NA
"ec12954d7c1fbb24dbac79a7a84552f0","Unassigned",NA,NA,NA,NA,NA,NA
"8040ba88826e22cba233014bfa22711b","Unassigned",NA,NA,NA,NA,NA,NA
"09e0cfe06dd5b9a93445e512d17dfe2e","Unassigned",NA,NA,NA,NA,NA,NA
"ad3b787902c18bb2d1b33d099bc51afe","Unassigned",NA,NA,NA,NA,NA,NA
"7bfcd0b7b39acf939c7ae344e1f0a64f","Unassigned",NA,NA,NA,NA,NA,NA
"1dcca869604e0715dac2ddab800ec83a","Unassigned",NA,NA,NA,NA,NA,NA
"06b22977963d41fa1fa16164e5a5d0ea","Unassigned",NA,NA,NA,NA,NA,NA
"90fe0a01936b462152ad359ea0cb422c","Unassigned",NA,NA,NA,NA,NA,NA
"960518a1f0eebb043c098ac6d9733147","Unassigned",NA,NA,NA,NA,NA,NA
"37edf27a2b89e4fd232a28553de556fb","Unassigned",NA,NA,NA,NA,NA,NA
"7b4e50f84be38a6d81a58b960b58668f","Unassigned",NA,NA,NA,NA,NA,NA
"cdb18ac463850e59f5edca5550e1eb48","Unassigned",NA,NA,NA,NA,NA,NA
"a1e3235865cb57d8c26ce44f041600a5","Unassigned",NA,NA,NA,NA,NA,NA
"6c11bd8cea38e3f8068f4fcbc4dfd1a3","Unassigned",NA,NA,NA,NA,NA,NA
"66d6475e69648b29657425a0aed9e405","Fungi",NA,NA,NA,NA,NA,NA
"eb6ca46718155de757707cc4929fcb29","Unassigned",NA,NA,NA,NA,NA,NA
"a05309739aed0096009ecc2cb041006f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola",NA
"35e20109c24dbfb599b81a77a23bf608","Unassigned",NA,NA,NA,NA,NA,NA
"078473a5691e745d2e5cb7cb3e78d650","Unassigned",NA,NA,NA,NA,NA,NA
"3030507a79d3e2a50f54e1c384b6defe","Unassigned",NA,NA,NA,NA,NA,NA
"90921df651f9dc5e7cb1856bbacf5b83","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora",NA
"335654ec633bf9d964884b4f96e46841","Unassigned",NA,NA,NA,NA,NA,NA
"0526c09844e2dbe7cfecc938f04666f6","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_flavescens"
"73d275d55a4c75df06f53248e079f2a3","Unassigned",NA,NA,NA,NA,NA,NA
"7dc98e65209cb74f7b089c9ba0e3423a","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromatales_fam_Incertae_sedis","Pseudomicrostroma",NA
"649cc81b267dd21a9007bd891bb2e996","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_sp"
"52f671b792d5c9bc4e11ca954dbee205","Unassigned",NA,NA,NA,NA,NA,NA
"9143bc96d4079aca701ef702c31cae78","Unassigned",NA,NA,NA,NA,NA,NA
"cc34019a2acd744943efab8a8f64a5e4","Unassigned",NA,NA,NA,NA,NA,NA
"d734f5bf8c805dee0e9020536090573c","Unassigned",NA,NA,NA,NA,NA,NA
"5fea610fd15618462103507486427b48","Unassigned",NA,NA,NA,NA,NA,NA
"c6734168e72205802f841939799a000d","Unassigned",NA,NA,NA,NA,NA,NA
"3ad4a613fc8e1164cd17b9ed4701b743","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Erythrobasidium","Erythrobasidium_elongatum"
"2e42ce5edc9114da96b488e519330070","Unassigned",NA,NA,NA,NA,NA,NA
"3d2414ebcd1d3c07240cb2ea56f98ade","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"be0b798115c65365839c3bbeae361b78","Unassigned",NA,NA,NA,NA,NA,NA
"15d5472c6f85085cc1020e26141ec43d","Unassigned",NA,NA,NA,NA,NA,NA
"31edea3ec4da562beb6f7209e5584ac7","Unassigned",NA,NA,NA,NA,NA,NA
"b87616b103e295edc06c8ba92c880ef7","Unassigned",NA,NA,NA,NA,NA,NA
"5682e185aca41bcd3fdbae1c684cf4aa","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Acremonium","Acremonium_sp"
"4df3f0c5799a8cad3e1c5e194b544e8a","Unassigned",NA,NA,NA,NA,NA,NA
"34f36b059d90a8b9c6ac5642220b7a13","Unassigned",NA,NA,NA,NA,NA,NA
"7874286a5c4beffa67a391fb7c2ebd92","Unassigned",NA,NA,NA,NA,NA,NA
"4362d4de6597284df5bf3e2310ec6a8b","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",NA
"1f3fbebfb3d58bd16b37e51c285aa156","Unassigned",NA,NA,NA,NA,NA,NA
"047965b203de2707914fcb9571a9133a","Unassigned",NA,NA,NA,NA,NA,NA
"040e9f282b0fe1e6c11193f2487959a4","Unassigned",NA,NA,NA,NA,NA,NA
"185e517ad3f11ab1b18df2b0d498acd4","Unassigned",NA,NA,NA,NA,NA,NA
"1f9e3dfca07c78815be786fe91949bf3","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_sp"
"94bfa9a785c206fc7852cb693b8e11c2","Unassigned",NA,NA,NA,NA,NA,NA
"3c1893c1df6f3c907c4ec7adaf473239","Unassigned",NA,NA,NA,NA,NA,NA
"f49352d52029668508da33cb8259d566","Unassigned",NA,NA,NA,NA,NA,NA
"d2504c1d31fd3343d2895e19ec3b640e","Unassigned",NA,NA,NA,NA,NA,NA
"7eb699ebbb8437fc7a54621f86f18fca","Unassigned",NA,NA,NA,NA,NA,NA
"4a708fba74a537a7f7f05b00929cce16","Unassigned",NA,NA,NA,NA,NA,NA
"033b72adf88a71dc56dc68c059e065bf","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae",NA,NA
"fe31b332e71be7520cf14cd10c3b266b","Unassigned",NA,NA,NA,NA,NA,NA
"81771c46a756ee33d9ab203df33c0a7e","Unassigned",NA,NA,NA,NA,NA,NA
"082172a0afaf7b17083e826f176e7232","Unassigned",NA,NA,NA,NA,NA,NA
"6909a5ea4940b5facfa786692af45a11","Unassigned",NA,NA,NA,NA,NA,NA
"d61eef49a3e0a9b58c56eff2b658e95d","Fungi",NA,NA,NA,NA,NA,NA
"a7ef9165fa010d67baefe0371eb2222f","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae",NA,NA
"338528a4d0aad1ea02bbd7fce4aa8cbc","Unassigned",NA,NA,NA,NA,NA,NA
"d3d3483e6ab9fa7d3376ff0a48802002","Unassigned",NA,NA,NA,NA,NA,NA
"470306abcf6845c411f21dbfdab8be54","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis","Chaetothyriales_sp"
"eb8f574df6efe7ca744d5419fb7259ef","Unassigned",NA,NA,NA,NA,NA,NA
"b455b674e3d4a3da6379b1289b4cba7d","Unassigned",NA,NA,NA,NA,NA,NA
"6c0ee52bf47807e2e93308f86aca597b","Unassigned",NA,NA,NA,NA,NA,NA
"f2d2bece54e3271d5a11a89e77b0dd06","Unassigned",NA,NA,NA,NA,NA,NA
"9038ff61b37defe50e1528f3784dc1db","Unassigned",NA,NA,NA,NA,NA,NA
"bb598d6019dbd210e9a2713b2d90f018","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_sp"
"59dfb78d1ce541a69d25864b5328e007","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Exidia",NA
"92da1925e313b0fd091bafed69ae2ff4","Unassigned",NA,NA,NA,NA,NA,NA
"99cb648d6f79bb7dd174d2b0880eb75e","Unassigned",NA,NA,NA,NA,NA,NA
"c460bdba591b97c65f35a143c8d3e058","Unassigned",NA,NA,NA,NA,NA,NA
"b43c53bac28b3d06d1e9b24318eb3752","Unassigned",NA,NA,NA,NA,NA,NA
"fe91fc7af62eb3705303715298c09fce","Unassigned",NA,NA,NA,NA,NA,NA
"6f6432c7791ef01b033a4b7a8137362b","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae",NA,NA
"220fb1b3f1df919f124884a2d41ebe22","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"83091780a3cbf136006087dfc6187cb6","Unassigned",NA,NA,NA,NA,NA,NA
"4a22e49996890c13996d0ed9b7788afb","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Paecilomyces","Paecilomyces_variotii"
"e0e127cb27030825c659f39badbab18c","Unassigned",NA,NA,NA,NA,NA,NA
"d1752a45de6c3749eb13b21f15f3905e","Unassigned",NA,NA,NA,NA,NA,NA
